Time; X-axis; Y-axis; Z-axis; On_brd_TEMP; TEMP1; TEMP2; TEMP3; 40khz;R_Water;Pressure; Sleep_cnt 
12,500000;-1,840000;87,246246;87,247681;26,000000;-275,000000;92,000000;22,000000;-106,274864;0,000014;0,169143;0,000000 
13,000000;-1,870000;86,264542;86,266556;26,000000;-275,000000;92,000000;22,000000;-106,274864;0,000014;0,148000;0,000000 
13,500000;-1,870000;87,200890;87,202400;26,000000;-275,000000;92,000000;22,000000;0,000000;0,000014;0,169143;0,000000 
14,000000;-2,810000;86,264542;86,269066;26,000000;-275,000000;92,000000;22,000000;0,000000;0,000014;0,169143;0,000000 
14,500000;-1,870000;86,264542;86,266556;26,000000;688,000000;92,000000;22,000000;0,000000;0,000014;0,169143;0,000000 
15,000000;-2,810000;86,264542;86,269066;26,000000;-275,000000;92,000000;22,000000;-106,274864;0,000014;0,169143;0,000000 
15,500000;-1,840000;87,246246;87,247681;26,000000;-275,000000;92,000000;22,000000;-106,274864;0,000014;0,169143;0,000000 
16,000000;-1,840000;87,246246;87,247681;26,000000;-275,000000;92,000000;22,000000;-106,274864;0,000014;0,169143;0,000000 
16,500000;-1,870000;88,138748;88,139755;26,000000;-275,000000;92,000000;22,000000;0,000000;0,000014;0,169143;0,000000 
17,000000;-1,840000;87,246246;87,247681;26,000000;-275,000000;92,000000;22,000000;-106,274864;0,000014;0,169143;0,000000 
17,500000;-2,760000;86,324898;86,329201;26,000000;-275,000000;92,000000;22,000000;0,000000;0,000014;0,169143;0,000000 
18,000000;-1,870000;86,264542;86,266556;26,000000;-275,000000;92,000000;22,000000;-108,181068;0,000014;0,169143;0,000000 
18,500000;-1,840000;87,246246;87,247681;26,000000;-275,000000;92,000000;22,000000;-108,181068;0,000014;0,148000;0,000000 
19,000000;-1,840000;86,324898;86,326813;26,000000;-275,000000;92,000000;22,000000;0,000000;0,000014;0,169143;0,000000 
19,500000;-1,840000;87,246246;87,247681;26,000000;-275,000000;92,000000;22,000000;-106,274864;0,000014;0,169143;0,000000 
20,000000;-1,840000;87,246246;87,247681;26,000000;-275,000000;92,000000;22,000000;-106,274864;0,000014;0,169143;0,000000 
20,500000;-1,870000;87,200890;87,202400;26,000000;-275,000000;92,000000;22,000000;0,000000;0,000014;0,169143;0,000000 
21,000000;-1,840000;87,246246;87,247681;26,000000;-275,000000;92,000000;22,000000;-106,274864;0,000014;0,169143;0,000000 
21,500000;-1,870000;86,264542;86,266556;26,000000;-275,000000;92,000000;22,000000;0,000000;0,000014;0,169143;0,000000 
22,000000;-1,840000;88,169022;88,169983;26,000000;-275,000000;92,000000;22,000000;-108,181068;0,000014;0,169143;0,000000 
22,500000;-2,810000;87,200890;87,204285;26,000000;-275,000000;92,000000;22,000000;-108,181068;0,000014;0,169143;0,000000 
23,000000;-1,840000;87,246246;87,247681;26,000000;-275,000000;91,000000;22,000000;-106,274864;0,000014;0,169143;0,000000 
23,500000;-2,810000;88,138748;88,141014;26,000000;-275,000000;92,000000;22,000000;0,000000;0,000014;0,169143;0,000000 
24,000000;-1,870000;86,264542;86,266556;26,000000;-275,000000;92,000000;22,000000;-106,274864;0,000014;0,190286;0,000000 
24,500000;-1,870000;87,200890;87,202400;26,000000;688,000000;92,000000;22,000000;-106,274864;0,000014;0,169143;0,000000 
25,000000;-1,870000;86,264542;86,266556;26,000000;-275,000000;92,000000;22,000000;-108,181068;0,000014;0,169143;0,000000 
25,500000;-1,870000;87,200890;87,202400;26,000000;-275,000000;92,000000;22,000000;0,000000;0,000014;0,169143;0,000000 
